lookup_url_num,url,source_url,source_offset,source_length
1,https://www.cbs19news.com/content/sports/Morsell-making-favorable-first-impression-at-UVA-543019671.html?ref=671,https://commoncrawl.s3.amazonaws.com/crawl-data/CC-NEWS/2019/08/CC-NEWS-20190814230023-00886.warc.gz,478845985,18641
2,https://www.marca.com/futbol/atletico/2019/07/19/5d32308f46163fd8188b4637.html,https://commoncrawl.s3.amazonaws.com/crawl-data/CC-NEWS/2019/07/CC-NEWS-20190719222328-00615.warc.gz,37558068,22994
